Mã quy tắc (rule_code),Hoạt chất A (generic_a),Hoạt chất B (generic_b),Mức độ (severity),Mức độ gốc (nhic_severity_raw),Hậu quả lâm sàng (clinical_effect),Cơ chế (mechanism),Khuyến cáo xử trí (recommendation),NHIC UID
DDI-NHIC-CICLOSPO-LOVASTAT-183,ciclosporin,lovastatin,high,Chống chỉ định,"Tăng nồng độ lovastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Ciclosporin ức chế CYP3A4 làm giảm chuyển hóa của lovastatin; ciclosporin cũng ức chế cả OATP1B1 làm giảm vận chuyển lovastatin vào gan.,"Chống chỉ định phối hợp.
Trong trường hợp bắt buộc sử dụng dẫn chất statin, thay lovastatin bằng fluvastatin (tối đa 20 mg/ngày),  pravastatin (tối đa 20 mg/ngày), rosuvastatin (tối đa 5 mg/ngày).",E5C05F5F-F76F-4196-B491-57391BC0AC4C
DDI-NHIC-DANAZOL-LOVASTAT-184,danazol,lovastatin,high,Chống chỉ định,"Tăng nồng độ lovastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Danazol ức chế CYP3A4 làm giảm chuyển hóa của lovastatin,Chống chỉ định phối hợp,F6AFA6FF-2A4A-428D-B30E-009582C290FC
DDI-NHIC-DARUNAVI-LOVASTAT-185,darunavir/ritonavir,lovastatin,high,Chống chỉ định,"Tăng nồng độ của lovastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Darunavir/ritonavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của lovastatin,"Chống chỉ định phối hợp.
Trong trường hợp bắt buộc sử dụng dẫn chất statin, thay lovastatin bằng các dẫn chất statin khác (ngoại trừ simvastatin), sử dụng liều thấp nhất có hiệu quả, atorvastatin không vượt quá 20 mg/ngày (hoặc 40 mg/ngày theo Hướng dẫn điều trị HIV/AIDS của Bộ Y tế và Tổ chức Y tế Thế giới), pitavastatin không cần hiệu chỉnh liều khi ph��i hợp.",FF040F51-FC15-47C4-98D8-8D59B273C6F8
DDI-NHIC-GEMFIBRO-LOVASTAT-186,gemfibrozil,lovastatin,high,Chống chỉ định,"Tăng nồng độ lovastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Gemfibrozil ức chế OATP1B1 làm giảm vận chuyển lovastatin vào gan.,"Chống chỉ định phối hợp. Trong trường hợp bắt buộc sử dụng dẫn chất fibrat, thay thế gemfibrozil bằng fenofibrat nhưng cần thận trọng khi phối hợp.",224812F3-DAFA-48A8-8D2B-64111E190D3E
DDI-NHIC-INDINAVI-LOVASTAT-187,indinavir,lovastatin,high,Chống chỉ định,"Tăng nồng độ của lovastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Indinavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của lovastatin,Chống chỉ định phối hợp,73C0889E-DE4F-4329-8584-05B6F980E70A
DDI-NHIC-INDINAVI-LOVASTAT-188,indinavir/ritonavir,lovastatin,high,Chống chỉ định,"Tăng nồng độ của lovastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Indinavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của lovastatin,Chống chỉ định phối hợp,2FB8BAF2-6D4D-4567-865D-F39D8282F9B7
DDI-NHIC-CICLOSPO-LOVASTAT-189,cyclosporin,lovastatin,high,Chống chỉ định,"Tăng nồng độ lovastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Cyclosporin ức chế CYP3A4 làm giảm chuyển hóa của lovastatin; Cyclosporin cũng ức chế cả OATP1B1 làm giảm vận chuyển lovastatin vào gan.,"Chống chỉ định phối hợp.
Trong trường hợp bắt buộc sử dụng dẫn chất statin, thay lovastatin bằng fluvastatin (tối đa 20 mg/ngày),  pravastatin (tối đa 20 mg/ngày), rosuvastatin (tối đa 5 mg/ngày).",81336A34-10A1-4546-AD22-FFA1F5C8C109
DDI-NHIC-ACIDTRAN-LINESTRE-190,acid tranexamic,lynestrenol,high,Chống chỉ định có điều kiện,Tăng nguy cơ biến cố huyết khối,Nguy cơ huyết khối khi sử dụng lynestrenol tăng lên khi phối hợp với acid tranexamic,"1. Chống chỉ định sử dụng acid tranexamic điều trị rong kinh ở bệnh nhân đang dùng thuốc tránh thai chứa lynestrenol.
2. Với các chỉ định khác của acid tranexamic, có thể sử dung ở người đang dùng thuốc tránh thai nhưng cần đặc biệt thận trọng.
Lưu ý các yếu tố tăng nguy cơ: béo phì, hút thuốc lá, đặc biệt ở người trên 35 tuổi.",66268A95-F241-4C51-8EFE-D9D3795A98D3
DDI-NHIC-ADIPIODO-METFORMI-191,adipiodon,metformin,high,Chống chỉ định có điều kiện,Tăng nguy cơ nhiễm toan lactic và suy thận cấp,Nguy cơ suy thận cấp liên quan đến cả metformin và thuốc cản quang iod. Suy thận cấp làm tăng nguy cơ nhiễm toan lactic.,"1. Bệnh nhân có MLCT > 30 ml/phút/1,73m² và không có bằng chứng tổn thương thận cấp, được chỉ định tiêm thuốc cản quang đường tĩnh mạch hoặc tiêm thuốc cản quang đường động mạch tiếp xúc với thận thứ cấp (ví dụ: bơm thuốc vào tim phải, động mạch phổi, động mạch cảnh, động mạch dưới đòn, động mạch vành, động mạch mạc treo hay động mạch dưới động mạch thận): tiếp tục sử dụng metformin như bình thường.
2. Bệnh nhân (1) MLCT < 30 ml/phút/1,73m² tiêm thuốc cản quang đường tĩnh mạch, đường động mạch tiếp xúc với thận thứ cấp, hoặc (2) Bệnh nhân tiêm thuốc cản quang đường động mạch tiếp xúc với thận đầu tiên (ví dụ: bơm thuốc vào tim trái, động mạch chủ ngực, động mạch chủ bụng trên động mạch thận hoặc động mạch thận) hoặc (3) Có tổn thương thận: Ngừng metformin trước hoặc tại thời điểm tiến hành thủ thuật chẩn đoán hình ảnh và không được dùng lại cho đến ít nhất 48 giờ sau đó. Sau 48 giờ, chỉ sử dụng lại metformin sau khi chức năng thận được đánh giá lại và cho thấy ổn định.
* Lưu ý:
- Các yếu tố nguy cơ: suy thận, suy tim, không đủ dịch hoặc thiếu dịch, sử dụng liều cao thuốc cản quang hoặc sử dụng đồng thời các thuốc độc tính trên thận khác. 
- Khuyến cáo về tương tác này không áp dụng trong trường hợp bơm thuốc cản quang iod để chụp X-quang tử cung - vòi trứng.",93022D9C-8C20-4599-9E3B-8D53BEA60FDB
DDI-NHIC-IOBITRID-METFORMI-192,iobitridol,metformin,high,Chống chỉ định có điều kiện,Tăng nguy cơ nhiễm toan lactic và suy thận cấp,Nguy cơ suy thận cấp liên quan đến cả metformin và thuốc cản quang iod. Suy thận cấp làm tăng nguy cơ nhiễm toan lactic.,"1. Bệnh nhân có MLCT > 30 ml/phút/1,73m² và không có bằng chứng tổn thương thận cấp, được chỉ định tiêm thuốc cản quang đường tĩnh mạch hoặc tiêm thuốc cản quang đường động mạch tiếp xúc với thận thứ cấp (ví dụ: bơm thuốc vào tim phải, động mạch phổi, động mạch cảnh, động mạch dưới đòn, động mạch vành, động mạch mạc treo hay động mạch dưới động mạch thận): tiếp tục sử dụng metformin như bình thường.
2. Bệnh nhân (1) MLCT < 30 ml/phút/1,73m² tiêm thuốc cản quang đường tĩnh mạch, đường động mạch tiếp xúc với thận thứ cấp, hoặc (2) Bệnh nhân tiêm thuốc cản quang đường động mạch tiếp xúc với thận đầu tiên (ví dụ: bơm thuốc vào tim trái, động mạch chủ ngực, động mạch chủ bụng trên động mạch thận hoặc động mạch thận) hoặc (3) Có tổn thương thận: Ngừng metformin trước hoặc tại thời điểm tiến hành thủ thuật chẩn đoán hình ảnh và không được dùng lại cho đến ít nhất 48 giờ sau đó. Sau 48 giờ, chỉ sử dụng lại metformin sau khi chức năng thận được đánh giá lại và cho thấy ổn định.
* Lưu ý:
- Các yếu tố nguy cơ: suy thận, suy tim, không đủ dịch hoặc thiếu dịch, sử dụng liều cao thuốc cản quang hoặc sử dụng đồng thời các thuốc độc tính trên thận khác. 
- Khuyến cáo về tương tác này không áp dụng trong trường hợp bơm thuốc cản quang iod để chụp X-quang tử cung - vòi trứng.",D30C1AAD-5A8A-4922-B21D-4F02F1A74074
DDI-NHIC-IODICSAN-METFORMI-193,iodixanol,metformin,high,Chống chỉ định có điều kiện,Tăng nguy cơ nhiễm toan lactic và suy thận cấp,Nguy cơ suy thận cấp liên quan đến cả metformin và thuốc cản quang iod. Suy thận cấp làm tăng nguy cơ nhiễm toan lactic.,"1. Bệnh nhân có MLCT > 30 ml/phút/1,73m² và không có bằng chứng tổn thương thận cấp, được chỉ định tiêm thuốc cản quang đường tĩnh mạch hoặc tiêm thuốc cản quang đường động mạch tiếp xúc với thận thứ cấp (ví dụ: bơm thuốc vào tim phải, động mạch phổi, động mạch cảnh, động mạch dưới đòn, động mạch vành, động mạch mạc treo hay động mạch dưới động mạch thận): tiếp tục sử dụng metformin như bình thường.
2. Bệnh nhân (1) MLCT < 30 ml/phút/1,73m² tiêm thuốc cản quang đường tĩnh mạch, đường động mạch tiếp xúc với thận thứ cấp, hoặc (2) Bệnh nhân tiêm thuốc cản quang đường động mạch tiếp xúc với thận đầu tiên (ví dụ: bơm thuốc vào tim trái, động mạch chủ ngực, động mạch chủ bụng trên động mạch thận hoặc động mạch thận) hoặc (3) Có tổn thương thận: Ngừng metformin trước hoặc tại thời điểm tiến hành thủ thuật chẩn đoán hình ảnh và không được dùng lại cho đến ít nhất 48 giờ sau đó. Sau 48 giờ, chỉ sử dụng lại metformin sau khi chức năng thận được đánh giá lại và cho thấy ổn định.
* Lưu ý:
- Các yếu tố nguy cơ: suy thận, suy tim, không đủ dịch hoặc thiếu dịch, sử dụng liều cao thuốc cản quang hoặc sử dụng đồng thời các thuốc độc tính trên thận khác. 
- Khuyến cáo về tương tác này không áp dụng trong trường hợp bơm thuốc cản quang iod để chụp X-quang tử cung - vòi trứng.",2C005D7B-B10D-4B2E-AB7A-EB12FB017F2B
DDI-NHIC-IOHECSOL-METFORMI-194,iohexol,metformin,high,Chống chỉ định có điều kiện,Tăng nguy cơ nhiễm toan lactic và suy thận cấp,Nguy cơ suy thận cấp liên quan đến cả metformin và thuốc cản quang iod. Suy thận cấp làm tăng nguy cơ nhiễm toan lactic.,"1. Bệnh nhân có MLCT > 30 ml/phút/1,73m² và không có bằng chứng tổn thương thận cấp, được chỉ định tiêm thuốc cản quang đường tĩnh mạch hoặc tiêm thuốc cản quang đường động mạch tiếp xúc với thận thứ cấp (ví dụ: bơm thuốc vào tim phải, động mạch phổi, động mạch cảnh, động mạch dưới đòn, động mạch vành, động mạch mạc treo hay động mạch dưới động mạch thận): tiếp tục sử dụng metformin như bình thường.
2. Bệnh nhân (1) MLCT < 30 ml/phút/1,73m² tiêm thuốc cản quang đường tĩnh mạch, đường động mạch tiếp xúc với thận thứ cấp, hoặc (2) Bệnh nhân tiêm thuốc cản quang đường động mạch tiếp xúc với thận đầu tiên (ví dụ: bơm thuốc vào tim trái, động mạch chủ ngực, động mạch chủ bụng trên động mạch thận hoặc động mạch thận) hoặc (3) Có tổn thương thận: Ngừng metformin trước hoặc tại thời điểm tiến hành thủ thuật chẩn đoán hình ảnh và không được dùng lại cho đến ít nhất 48 giờ sau đó. Sau 48 giờ, chỉ sử dụng lại metformin sau khi chức năng thận được đánh giá lại và cho thấy ổn định.
* Lưu ý:
- Các yếu tố nguy cơ: suy thận, suy tim, không đủ dịch hoặc thiếu dịch, sử dụng liều cao thuốc cản quang hoặc sử dụng đồng thời các thuốc độc tính trên thận khác. 
- Khuyến cáo về tương tác này không áp dụng trong trường hợp bơm thuốc cản quang iod để chụp X-quang tử cung - vòi trứng.",1BF104F3-CD33-4EDC-B5A6-141C80887172
DDI-NHIC-IOPAMIDO-METFORMI-195,iopamidol,metformin,high,Chống chỉ định có điều kiện,Tăng nguy cơ nhiễm toan lactic và suy thận cấp,Nguy cơ suy thận cấp liên quan đến cả metformin và thuốc cản quang iod. Suy thận cấp làm tăng nguy cơ nhiễm toan lactic.,"1. Bệnh nhân có MLCT > 30 ml/phút/1,73m² và không có bằng chứng tổn thương thận cấp, được chỉ định tiêm thuốc cản quang đường tĩnh mạch hoặc tiêm thuốc cản quang đường động mạch tiếp xúc với thận thứ cấp (ví dụ: bơm thuốc vào tim phải, động mạch phổi, động mạch cảnh, động mạch dưới đòn, động mạch vành, động mạch mạc treo hay động mạch dưới động mạch thận): tiếp tục sử dụng metformin như bình thường.
2. Bệnh nhân (1) MLCT < 30 ml/phút/1,73m² tiêm thuốc cản quang đường tĩnh mạch, đường động mạch tiếp xúc với thận thứ cấp, hoặc (2) Bệnh nhân tiêm thuốc cản quang đường động mạch tiếp xúc với thận đầu tiên (ví dụ: bơm thuốc vào tim trái, động mạch chủ ngực, động mạch chủ bụng trên động mạch thận hoặc động mạch thận) hoặc (3) Có tổn thương thận: Ngừng metformin trước hoặc tại thời điểm tiến hành thủ thuật chẩn đoán hình ảnh và không được dùng lại cho đến ít nhất 48 giờ sau đó. Sau 48 giờ, chỉ sử dụng lại metformin sau khi chức năng thận được đánh giá lại và cho thấy ổn định.
* Lưu ý:
- Các yếu tố nguy cơ: suy thận, suy tim, không đủ dịch hoặc thiếu dịch, sử dụng liều cao thuốc cản quang hoặc sử dụng đồng thời các thuốc độc tính trên thận khác. 
- Khuyến cáo về tương tác này không áp dụng trong trường hợp bơm thuốc cản quang iod để chụp X-quang tử cung - vòi trứng.",82D1C145-A609-4FA4-BCA4-FAF7A4EEB370
DDI-NHIC-IOCSAGLI-METFORMI-196,ioxaglic natri/ioxaglic meglumin,metformin,high,Chống chỉ định có điều kiện,Tăng nguy cơ nhiễm toan lactic và suy thận cấp,Nguy cơ suy thận cấp liên quan đến cả metformin và thuốc cản quang iod. Suy thận cấp làm tăng nguy cơ nhiễm toan lactic.,"1. Bệnh nhân có MLCT > 30 ml/phút/1,73m² và không có bằng chứng tổn thương thận cấp, được chỉ định tiêm thuốc cản quang đường tĩnh mạch hoặc tiêm thuốc cản quang đường động mạch tiếp xúc với thận thứ cấp (ví dụ: bơm thuốc vào tim phải, động mạch phổi, động mạch cảnh, động mạch dưới đòn, động mạch vành, động mạch mạc treo hay động mạch dưới động mạch thận): tiếp tục sử dụng metformin như bình thường.
2. Bệnh nhân (1) MLCT < 30 ml/phút/1,73m² tiêm thuốc cản quang đường tĩnh mạch, đường động mạch tiếp xúc với thận thứ cấp, hoặc (2) Bệnh nhân tiêm thuốc cản quang đường động mạch tiếp xúc với thận đầu tiên (ví dụ: bơm thuốc vào tim trái, động mạch chủ ngực, động mạch chủ bụng trên động mạch thận hoặc động mạch thận) hoặc (3) Có tổn thương thận: Ngừng metformin trước hoặc tại thời điểm tiến hành thủ thuật chẩn đoán hình ảnh và không được dùng lại cho đến ít nhất 48 giờ sau đó. Sau 48 giờ, chỉ sử dụng lại metformin sau khi chức năng thận được đánh giá lại và cho thấy ổn định.
* Lưu ý:
- Các yếu tố nguy cơ: suy thận, suy tim, không đủ dịch hoặc thiếu dịch, sử dụng liều cao thuốc cản quang hoặc sử dụng đồng thời các thuốc độc tính trên thận khác. 
- Khuyến cáo về tương tác này không áp dụng trong trường hợp bơm thuốc cản quang iod để chụp X-quang tử cung - vòi trứng.",AA001022-8827-4ADB-8936-D4EFAC605B33
DDI-NHIC-IOCSITAL-METFORMI-197,ioxitalamat natri/ioxitalamat meglumin,metformin,high,Chống chỉ định có điều kiện,Tăng nguy cơ nhiễm toan lactic và suy thận cấp,Nguy cơ suy thận cấp liên quan đến cả metformin và thuốc cản quang iod. Suy thận cấp làm tăng nguy cơ nhiễm toan lactic.,"1. Bệnh nhân có MLCT > 30 ml/phút/1,73m² và không có bằng chứng tổn thương thận cấp, được chỉ định tiêm thuốc cản quang đường tĩnh mạch hoặc tiêm thuốc cản quang đường động mạch tiếp xúc với thận thứ cấp (ví dụ: bơm thuốc vào tim phải, động mạch phổi, động mạch cảnh, động mạch dưới đòn, động mạch vành, động mạch mạc treo hay động mạch dưới động mạch thận): tiếp tục sử dụng metformin như bình thường.
2. Bệnh nhân (1) MLCT < 30 ml/phút/1,73m² tiêm thuốc cản quang đường tĩnh mạch, đường động mạch tiếp xúc với thận thứ cấp, hoặc (2) Bệnh nhân tiêm thuốc cản quang đường động mạch tiếp xúc với thận đầu tiên (ví dụ: bơm thuốc vào tim trái, động mạch chủ ngực, động mạch chủ bụng trên động mạch thận hoặc động mạch thận) hoặc (3) Có tổn thương thận: Ngừng metformin trước hoặc tại thời điểm tiến hành thủ thuật chẩn đoán hình ảnh và không được dùng lại cho đến ít nhất 48 giờ sau đó. Sau 48 giờ, chỉ sử dụng lại metformin sau khi chức năng thận được đánh giá lại và cho thấy ổn định.
* Lưu ý:
- Các yếu tố nguy cơ: suy thận, suy tim, không đủ dịch hoặc thiếu dịch, sử dụng liều cao thuốc cản quang hoặc sử dụng đồng thời các thuốc độc tính trên thận khác. 
- Khuyến cáo về tương tác này không áp dụng trong trường hợp bơm thuốc cản quang iod để chụp X-quang tử cung - vòi trứng.",3F223FDA-6850-42D8-83E0-9A47F80A5664
DDI-NHIC-IODIPAMI-METFORMI-198,iodipamid,metformin,high,Chống chỉ định có điều kiện,Tăng nguy cơ nhiễm toan lactic và suy thận cấp,Nguy cơ suy thận cấp liên quan đến cả metformin và thuốc cản quang iod. Suy thận cấp làm tăng nguy cơ nhiễm toan lactic.,"1. Bệnh nhân có MLCT > 30 ml/phút/1,73m² và không có bằng chứng tổn thương thận cấp, được chỉ định tiêm thuốc cản quang đường tĩnh mạch hoặc tiêm thuốc cản quang đường động mạch tiếp xúc với thận thứ cấp (ví dụ: bơm thuốc vào tim phải, động mạch phổi, động mạch cảnh, động mạch dưới đòn, động mạch vành, động mạch mạc treo hay động mạch dưới động mạch thận): tiếp tục sử dụng metformin như bình thường.
2. Bệnh nhân (1) MLCT < 30 ml/phút/1,73m² tiêm thuốc cản quang đường tĩnh mạch, đường động mạch tiếp xúc với thận thứ cấp, hoặc (2) Bệnh nhân tiêm thuốc cản quang đường động mạch tiếp xúc với thận đầu tiên (ví dụ: bơm thuốc vào tim trái, động mạch chủ ngực, động mạch chủ bụng trên động mạch thận hoặc động mạch thận) hoặc (3) Có tổn thương thận: Ngừng metformin trước hoặc tại thời điểm tiến hành thủ thuật chẩn đoán hình ảnh và không được dùng lại cho đến ít nhất 48 giờ sau đó. Sau 48 giờ, chỉ sử dụng lại metformin sau khi chức năng thận được đánh giá lại và cho thấy ổn định.
* Lưu ý:
- Các yếu tố nguy cơ: suy thận, suy tim, không đủ dịch hoặc thiếu dịch, sử dụng liều cao thuốc cản quang hoặc sử dụng đồng thời các thuốc độc tính trên thận khác. 
- Khuyến cáo về tương tác này không áp dụng trong trường hợp bơm thuốc cản quang iod để chụp X-quang tử cung - vòi trứng.",006E9863-F1D7-4C9F-A8D0-5E9D1AEE8414
DDI-NHIC-FURAZOLI-METILDOP-199,furazolidon,methyldopa,high,Chống chỉ định,"Tăng nguy cơ xuất hiện cơn tăng huyết áp (đau đầu, đánh trống ngực, cứng cổ)",Chưa rõ,Chống chỉ định phối hợp,7537C245-4802-465A-9F5B-2DEFB8EAA3A5
DDI-NHIC-BROMOCRI-METOCLOP-200,bromocriptin,metoclopramid,high,Chống chỉ định,Giảm hiệu quả của cả hai thuốc,Đối kháng tác dụng của nhau,Chống chỉ định phối hợp,25A187D3-43B9-4935-8853-2095C65AE3DA
DDI-NHIC-METOCLOP-PRAMIPEC-201,metoclopramid,pramipexol,high,Chống chỉ định,Giảm hiệu quả của cả hai thuốc,Đối kháng tác dụng của nhau,Chống chỉ định phối hợp,7872A5CC-2DCB-4B19-A1B5-D803D891F073
DDI-NHIC-LEVODOPA-METOCLOP-202,levodopa/carbidopa/entacapon,metoclopramid,high,Chống chỉ định,Giảm hiệu quả của cả hai thuốc,Đối kháng tác dụng của nhau,Chống chỉ định phối hợp,F71A7C76-A3CB-4B33-A5A4-6CB4059B3AD6
DDI-NHIC-CITALOPR-MOCSIFLO-203,citalopram,moxifloxacin,high,Chống chỉ định có điều kiện,"Tăng nguy cơ kéo dài khoảng QT, xoắn đỉnh",Hiệp đồng tăng tác dụng,"1. Chống chỉ định phối hợp ở các bệnh nhân có hội chứng QT kéo dài do di truyền hoặc mắc phải.
2. Trên các đối tượng bệnh nhân khác, tốt nhất nên tránh phối hợp các thuốc này. Trong trường hợp cần thiết phối hợp, cần đánh giá cẩn thận nguy cơ/lợi ích và lượng giá các yếu tố nguy cơ trên từng bệnh nhân, đặc biệt là rối loạn điện giải (hạ kali máu, hạ magie máu, hạ calci máu), nhịp tim chậm, nữ giới trước khi quy��t định kê đơn.",635C739C-CFB5-401D-8161-DA7DC60A201F
DDI-NHIC-ESCITALO-MOCSIFLO-204,escitalopram,moxifloxacin,high,Chống chỉ định có điều kiện,"Tăng nguy cơ kéo dài khoảng QT, xoắn đỉnh",Hiệp đồng tăng tác dụng,"1. Chống chỉ định phối hợp ở các bệnh nhân có hội chứng QT kéo dài do di truyền hoặc mắc phải.
2. Trên các đối tượng bệnh nhân khác, tốt nhất nên tránh phối hợp các thuốc này. Trong trường hợp cần thiết phối hợp, cần đánh giá cẩn thận nguy cơ/lợi ích và lượng giá các yếu tố nguy cơ trên từng bệnh nhân, đặc biệt là rối loạn điện giải (hạ kali máu, hạ magie máu, hạ calci máu), nhịp tim chậm, nữ giới trước khi quy��t định kê đơn.",C632DE65-FD00-4215-9822-B057E158D6AE
DDI-NHIC-FURAZOLI-NEFOPAM-205,furazolidon,nefopam,high,Chống chỉ định,"Tăng nguy cơ kích thích thần kinh trung ương (co giật, ảo giác và kích động)","Nefopam ức chế thu hồi noradrenalin (norepinephrin) và serotonin trên hệ thần kinh. Tác dụng ức chế MAO của furazolidon do chất chuyển hóa của thuốc, xuất hiện chậm sau 5 - 10 ngày",Chống chỉ định phối hợp,564C345A-06F3-46BB-BBB2-B1DB8C56FEBC
DDI-NHIC-NIFEDIPI-RIFAMPIC-206,nifedipin,rifampicin,high,Chống chỉ định,"Giảm nồng độ nifedipin, giảm hiệu quả điều trị",Rifampicin cảm ứng CYP3A4 làm tăng chuyển hóa của nifedipin,Chống chỉ định phối hợp,4EDE72C4-D59E-422D-9724-4E201FA9D119
DDI-NHIC-FLUCONAZ-ONDANSET-207,fluconazol,ondansetron,high,Chống chỉ định có điều kiện,"Tăng nguy cơ kéo dài khoảng QT, xoắn đỉnh",Hiệp đồng tăng tác dụng,"1. Chống chỉ định phối hợp ở các bệnh nhân có hội chứng QT kéo dài do di truyền hoặc mắc phải.
2. Trên các đối tượng bệnh nhân khác, tốt nhất nên tránh phối hợp các thuốc này. Trong trường hợp cần thiết phối hợp, cần đánh giá cẩn thận nguy cơ/lợi ích và lượng giá các yếu tố nguy cơ trên từng bệnh nhân, đặc biệt là rối loạn điện giải (hạ kali máu, hạ magie máu, hạ calci máu), nhịp tim chậm, nữ giới trước khi quy��t định kê đơn.",2CEEB289-DC7F-46D2-A24B-25BD3FC0DBE6
DDI-NHIC-ALISKIRE-PERINDOP-208,aliskiren,perindopril,high,Chống chỉ định có điều kiện,"Tăng nguy cơ tăng kali máu, suy thận và hạ huyết áp",Hiệp đồng tăng tác dụng,"1. Chống chỉ định ở bệnh nhân đái tháo đường hoặc suy thận (MLCT < 60 ml/ph/1,73 m²).
2. Ở các đối tượng khác, cũng nên tránh phối hợp này. Trong trường hợp bắt buộc phối hợp, theo dõi chặt chẽ kali, creatinin và huyết áp của bệnh nhân.",90691BF6-3286-4BA8-B608-009F840E79FD
DDI-NHIC-FURAZOLI-PETIDIN-209,furazolidon,pethidin,high,Chống chỉ định có điều kiện,"Tăng nguy cơ hội chứng serotonin (sốt cao, rối loạn nhận thức, tăng phản xạ, mất phối hợp, rung giật cơ, cứng cơ, co giật, nhịp tim nhanh, tăng huyết áp, tăng thân nhiệt, vã mồ hôi, ảo giác, kích động hoặc bồn chồn…)","Hiệp đồng tác dụng serotonin.
Tác dụng ức chế MAO của furazolidon do chất chuyển hóa của thuốc, xuất hiện chậm sau 5 - 10 ngày.","1. Cố gắng tránh sử dụng đồng thời furazolidon và pethidin. Tốt nhất các thuốc này nên sử dụng cách nhau 2 tuần. Cân nhắc thay đổi sang các thuốc nhóm kh��c có cùng chỉ định và ít có nguy cơ tương tác hơn. Trong trường hợp bắt buộc sử dụng opioid, có thể đổi sang các opiod khác không có hoạt tính ức chế thu hồi serotonin (morphin, codein, oxycodon, buprenorphin)
2. Trong hợp không thể trì hoãn điều trị được 2 tuần, bắt buộc sử dụng dài ngày hoặc khẩn cấp bằng furazolidon và không có thuốc khác thay thế, cân bằng lợi ích và nguy cơ xảy ra hội chứng serotonin. Nếu lợi ích vượt trội nguy cơ, vẫn có thể sử dụng đồng thời nhưng cần giám sát chặt chẽ chặt chẽ bệnh nhân, đặc biệt trong tháng đầu tiên sử dụng đồng thời 2 thuốc.",56D2A34E-924F-4D53-81DB-045697D0F854
DDI-NHIC-ARTEMETE-FENOBARB-210,artemether/lumefantrin,phenobarbital,high,Chống chỉ định,"Giảm nồng độ của artemether/lumefantrin trong huyết thanh, dẫn đến giảm hiệu quả điều trị",Phenobarbital cảm ứng CYP3A4 mạnh làm tăng chuyển hóa của artemether/lumefantrin,Chống chỉ định phối hợp.,95B8B580-E970-4394-A545-F6B6F3E8CC1D
DDI-NHIC-DACLATAS-FENOBARB-211,daclatasvir,phenobarbital,high,Chống chỉ định,"Giảm nồng độ của daclatasvir trong huyết thanh, dẫn đến giảm hiệu quả điều trị",Phenobarbital cảm ứng CYP3A4 mạnh làm tăng chuyển hóa của daclatasvir,Chống chỉ định phối hợp.,D4403506-6E64-4616-ABEE-E4C7E43CCC10
DDI-NHIC-GRAZOPRE-FENOBARB-212,grazoprevir/elbasvir,phenobarbital,high,Chống chỉ định,"Giảm nồng độ grazoprevir/elbasvir trong huyết thanh, dẫn đến giảm hiệu quả điều trị",Phenobarbital cảm ứng CYP3A4 mạnh làm tăng chuyển hóa của Grazoprevir/elbasvir,Chống chỉ định phối hợp.,28C3DE3C-3236-41E6-B5F9-6541A5660ECD
DDI-NHIC-FURAZOLI-FENILEFR-213,furazolidon,phenylephrin,high,Chống chỉ định,"Tăng nguy cơ xuất hiện cơn tăng huyết áp (đau đầu, đánh trống ngực, cứng cổ, tăng huyết áp)","Tăng tích lũy noradrenalin (norepinephrin). Tác dụng ức chế MAO của furazolidon do chất chuyển hóa của thuốc, xuất hiện chậm sau 5 - 10 ngày.","1. Chống chỉ định sử dụng phenylephrin sử dụng đường uống đồng thời hoặc trong vòng 14 ngày trước đó có sử dụng furazolidon.
2. Đối với phenylephrin sử dụng đường tiêm, cần sử dụng rất thận trọng trên bệnh nhân đang dùng furazolidon trong điều kiện giám sát huyết áp chặt chẽ.",8F103276-4988-462E-B0A8-0B7235BEC1F9
DDI-NHIC-ARTEMETE-FENITOIN-214,artemether/lumefantrin,phenytoin,high,Chống chỉ định,"Giảm nồng độ của artemether/lumefantrin trong huyết thanh, dẫn đến giảm hiệu quả điều trị",Phenytoin cảm ứng CYP3A4 mạnh làm tăng chuyển hóa của artemether/lumefantrin,Chống chỉ định phối hợp.,FBC256F1-A27F-48BC-9131-EEA3C50B2564
DDI-NHIC-DACLATAS-FENITOIN-215,daclatasvir,phenytoin,high,Chống chỉ định,"Giảm nồng độ của daclatasvir trong huyết thanh, dẫn đến giảm hiệu quả điều trị",Phenytoin cảm ứng CYP3A4 mạnh làm tăng chuyển hóa của daclatasvir,Chống chỉ định phối hợp.,DA9B961A-EE2C-4365-AAD4-BD9E52A8441B
